director_name,director_facebook_likes,selected
Bennett Miller,152.0,False
Wolfgang Petersen,249.0,False
Jaume Collet-Serra,174.0,False
Andy Fickman,99.0,False
James McTeigue,160.0,False
David Dobkin,71.0,False
Matthew O'Callaghan,5.0,False
Angela Robinson,23.0,False
Gary Fleder,39.0,False
Tommy Wirkola,75.0,False
Adrian Lyne,213.0,False
D.J. Caruso,154.0,False
Stephen Gaghan,79.0,False
Michael Bay,0.0,False
Jorge R. Gutiérrez,34.0,False
Richard Loncraine,12.0,False
Clint Eastwood,16000.0,False
Ridley Scott,0.0,False
David Fincher,21000.0,False
Christophe Gans,50.0,False
Howard Deutch,41.0,False
Jon Hurwitz,22.0,False
F. Gary Gray,473.0,False
Steven Quale,77.0,False
John Landis,644.0,False
Joe Dante,287.0,False
David Dobkin,71.0,False
Mimi Leder,75.0,False
Alexander Witt,38.0,False
Beeban Kidron,17.0,False
Carl Franklin,73.0,False
Steven Seagal,0.0,False
Robert Rodriguez,0.0,False
Danny Boyle,0.0,False
Garry Marshall,0.0,False
James McTeigue,160.0,False
Sam Raimi,0.0,False
Andrew Bergman,31.0,False
Tom Dey,9.0,False
Clint Eastwood,16000.0,False
Barbet Schroeder,58.0,False
Richard Donner,503.0,False
Peter Webber,73.0,False
Rob Reiner,0.0,False
Andrew Niccol,487.0,False
John McTiernan,323.0,False
Clint Eastwood,16000.0,False
Tom Tykwer,670.0,False
John Carpenter,0.0,False
Brad Bird,663.0,False
Wes Anderson,0.0,False
Gary Ross,378.0,False
Alan Parker,317.0,False
Stephen Herek,65.0,False
Jaume Collet-Serra,174.0,False
David Cronenberg,0.0,False
John Stockwell,134.0,False
Luc Besson,0.0,False
David Gordon Green,234.0,False
Jim Sheridan,260.0,False
Costa-Gavras,333.0,False
Patrick Read Johnson,32.0,False
Roland Joffé,596.0,False
Doug Liman,218.0,False
Tony Scott,12000.0,False
William Friedkin,607.0,False
Mark Neveldine,83.0,False
Richard LaGravenese,98.0,False
Danny DeVito,0.0,False
Ben Stiller,0.0,False
George Armitage,5.0,False
Mike Nichols,0.0,False
Patrick Lussier,71.0,False
Andrzej Bartkowiak,43.0,False
James Wong,70.0,False
Renny Harlin,212.0,False
Steven Soderbergh,0.0,False
Steven Spielberg,14000.0,False
Neill Blomkamp,662.0,False
Phillip Noyce,176.0,False
David Fincher,21000.0,False
David O. Russell,737.0,False
Daniel Espinosa,79.0,False
Jerry Zucker,109.0,False
Iain Softley,34.0,False
James Mangold,446.0,False
Harold Ramis,11000.0,False
Francis Ford Coppola,0.0,False
James Mangold,446.0,False
Olivier Megaton,118.0,False
Steven Soderbergh,0.0,False
Ben Stiller,0.0,False
Warren Beatty,631.0,False
John McTiernan,323.0,False
Penny Marshall,545.0,False
Paul Bolger,0.0,False
Stephen Frears,350.0,False
P.J. Hogan,29.0,False
Joe Roth,148.0,False
Christopher Nolan,22000.0,False
Jonathan Frakes,906.0,False
Jimmy Hayward,39.0,False
Edward Zwick,380.0,False
Tom Shadyac,293.0,False
Brian Levant,32.0,False
Olivier Megaton,118.0,False
David Zucker,119.0,False
Donald Petrie,80.0,False
Eric Brevig,40.0,False
Garry Marshall,0.0,False
Alan J. Pakula,79.0,False
Joel Schumacher,541.0,False
Rob Reiner,0.0,False
Phillip Noyce,176.0,False
Robert Luketic,126.0,False
Denis Villeneuve,777.0,False
Antoine Fuqua,845.0,False
Dean Parisot,23.0,False
Keenen Ivory Wayans,322.0,False
James Bobin,33.0,False
Stephen Norrington,45.0,False
Thomas Carter,49.0,False
Roger Michell,50.0,False
Luis Llosa,49.0,False
David McNally,18.0,False
Richard Curtis,628.0,False
John Lasseter,487.0,False
Albert Hughes,117.0,False
Luis Llosa,49.0,False
Ron Shelton,41.0,False
Jesse Dylan,58.0,False
Garth Jennings,37.0,False
Joel Zwick,38.0,False
Russell Mulcahy,85.0,False
Frank Coraci,153.0,False
Wayne Wang,61.0,False
Curtis Hanson,161.0,False
Frank Oz,0.0,False
Oliver Stone,0.0,False
David R. Ellis,160.0,False
Peter Howitt,29.0,False
John A. Davis,8.0,False
David Lynch,0.0,False
Julie Taymor,278.0,False
Sam Mendes,0.0,False
Richard Donner,503.0,False
Mathieu Kassovitz,326.0,False
John Gray,29.0,False
Harold Ramis,11000.0,False
John Schultz,13.0,False
Sean Penn,0.0,False
Susan Stroman,38.0,False
Pete Travis,38.0,False
Simon Wincer,23.0,False
Billy Bob Thornton,0.0,False
Oliver Stone,0.0,False
Roman Polanski,2000.0,False
Stephen Sommers,208.0,False
Spike Lee,0.0,False
Danny Pang,15.0,False
Barry Sonnenfeld,188.0,False
Mike Newell,179.0,False
George P. Cosmatos,170.0,False
Oliver Parker,32.0,False
Ben Affleck,0.0,False
Andrew Davis,99.0,False
Andy Tennant,72.0,False
Barry Levinson,272.0,False
George P. Cosmatos,170.0,False
Brian Gibson,13.0,False
Norman Ferguson,3.0,False
Michael Cimino,517.0,False
Len Wiseman,235.0,False
Paul McGuigan,118.0,False
Gus Van Sant,835.0,False
Betty Thomas,84.0,False
Louis Leterrier,255.0,False
Roger Kumble,16.0,False
Sydney Pollack,521.0,False
Burr Steers,23.0,False
Simon West,165.0,False
Phil Lord,97.0,False
Roger Michell,50.0,False
Peter Lord,91.0,False
John Hamburg,29.0,False
Reginald Hudlin,71.0,False
Paul Feig,176.0,False
Joseph L. Mankiewicz,311.0,False
Frank Coraci,153.0,False
Carl Franklin,73.0,False
Barbra Streisand,0.0,False
Mark Pellington,89.0,False
Larry Charles,119.0,False
John Glen,46.0,False
Catherine Hardwicke,308.0,False
John Herzfeld,17.0,False
Annabel Jankel,5.0,False
Andrew Niccol,487.0,False
Julie Anne Robinson,30.0,False
Evan Goldberg,133.0,False
Sngmoo Lee,19.0,False
Curtis Hanson,161.0,False
Brian Helgeland,241.0,False
Gordon Chan,4.0,False
M. Night Shyamalan,0.0,False
Asger Leth,20.0,False
David Frankel,64.0,False
John G. Avildsen,80.0,False
David O. Russell,737.0,False
Anne Fletcher,98.0,False
Bruce Beresford,78.0,False
Robert Zemeckis,0.0,False
Luc Besson,0.0,False
Sam Taylor-Johnson,456.0,False
Robert Rodriguez,0.0,False
Joel Schumacher,541.0,False
Shawn Levy,189.0,False
Peter Berg,532.0,False
Penny Marshall,545.0,False
James Wan,0.0,False
David Fincher,21000.0,False
Ken Kwapis,42.0,False
David Zucker,119.0,False
Wes Craven,0.0,False
Robert Zemeckis,0.0,False
Etan Cohen,164.0,False
Francis Ford Coppola,0.0,False
Nora Ephron,0.0,False
Brian Helgeland,241.0,False
Anthony Minghella,333.0,False
Bobby Farrelly,101.0,False
Frank Marshall,155.0,False
Nancy Meyers,278.0,False
Tim Story,167.0,False
Michael Mann,0.0,False
Taylor Hackford,138.0,False
Frank Miller,436.0,False
Pete Travis,38.0,False
John Hamburg,29.0,False
Bobby Farrelly,101.0,False
Oliver Stone,0.0,False
John Whitesell,14.0,False
Gore Verbinski,563.0,False
Angelina Jolie Pitt,11000.0,False
Burr Steers,23.0,False
Nick Cassavetes,415.0,False
David R. Ellis,160.0,False
Steven Spielberg,14000.0,False
John Moore,212.0,False
Peter Chelsom,23.0,False
Joe Dante,287.0,False
Mark A.Z. Dippé,20.0,False
Kevin Reynolds,58.0,False
Brad Furman,65.0,False
Jaume Collet-Serra,174.0,False
Christopher Nolan,22000.0,False
Sean Anders,51.0,False
Cal Brunker,7.0,False
John Glen,46.0,False
Nimród Antal,190.0,False
Ivan Reitman,425.0,False
David Koepp,192.0,False
Alejandro Agresti,18.0,False
Iain Softley,34.0,False
Peter Hedges,54.0,False
Paul Weiland,10.0,False
Clint Eastwood,16000.0,False
Francis Ford Coppola,0.0,False
Mathieu Kassovitz,326.0,False
Steven Spielberg,14000.0,False
John McTiernan,323.0,False
Colin Strause,25.0,False
Donald Petrie,80.0,False
Joan Chen,643.0,False
Greg Mottola,99.0,False
Anne Fletcher,98.0,False
Wes Craven,0.0,False
Joel Schumacher,541.0,False
Oliver Stone,0.0,False
Jake Kasdan,52.0,False
Diane Keaton,0.0,False
Steven Quale,77.0,False
Kelly Makin,6.0,False
Mimi Leder,75.0,False
Bobby Farrelly,101.0,False
Steven Brill,65.0,False
Seth MacFarlane,3000.0,False
Russell Mulcahy,85.0,False
Stephen Daldry,335.0,False
Roger Michell,50.0,False
Jim Sheridan,260.0,False
Christian Duguay,18.0,False
Chris Columbus,0.0,False
Chuck Russell,55.0,False
Sam Weisman,39.0,False
John Frankenheimer,287.0,False
Peter Hyams,0.0,False
Justin Chadwick,56.0,False
Pat O'Connor,7.0,False
Stephen Hopkins,81.0,False
Martin Scorsese,17000.0,False
Penny Marshall,545.0,False
Olivier Megaton,118.0,False
Frederik Du Chau,7.0,False
Michael Caton-Jones,105.0,False
Irwin Winkler,34.0,False
Joseph Kahn,33.0,False
Harold Becker,17.0,False
Paul Verhoeven,719.0,False
Sofia Coppola,0.0,False
Barbet Schroeder,58.0,False
Stephen Kay,19.0,False
J.A. Bayona,171.0,False
Elaine May,124.0,False
Wes Anderson,0.0,False
Stephen Herek,65.0,False
John Carpenter,0.0,False
Dennie Gordon,29.0,False
Charles Shyer,14.0,False
Ken Kwapis,42.0,False
Ulu Grosbard,22.0,False
William Malone,37.0,False
Paul Weitz,80.0,False
Paul McGuigan,118.0,False
Danny DeVito,0.0,False
Jerry Jameson,5.0,False
Mic Rodgers,7.0,False
Christian Alvart,22.0,False
Gary Fleder,39.0,False
Christian Duguay,18.0,False
Jean-Marie Poiré,8.0,False
Danny Boyle,0.0,False
Brian Robbins,48.0,False
Marc F. Adler,0.0,False
Pierre Morel,180.0,False
Geoffrey Sax,13.0,False
D.J. Caruso,154.0,False
Iain Softley,34.0,False
Richard Shepard,47.0,False
Joel Coen,0.0,False
Joon-ho Bong,584.0,False
Alex Proyas,295.0,False
Robert Schwentke,124.0,False
Rob Cohen,357.0,False
Tim Burton,13000.0,False
Joss Whedon,0.0,False
Charles S. Dutton,534.0,False
Richard Lester,44.0,False
Peter Segal,88.0,False
Andy Tennant,72.0,False
Robert Luketic,126.0,False
Jonathan Lynn,36.0,False
Robert Rodriguez,0.0,False
David Carson,18.0,False
Francis Lawrence,508.0,False
Norman Jewison,278.0,False
Michael Apted,150.0,False
David Mirkin,7.0,False
Andy Fickman,99.0,False
Luis Mandoki,43.0,False
John Pasquin,11.0,False
Roman Polanski,2000.0,False
Michael Apted,150.0,False
Stephen Herek,65.0,False
Lee Daniels,304.0,False
Ridley Scott,0.0,False
John Carpenter,0.0,False
David Twohy,123.0,False
Jeb Stuart,11.0,False
Steve Miner,49.0,False
Gil Kenan,27.0,False
Paul Thomas Anderson,0.0,False
Gary Fleder,39.0,False
J Blakeson,5.0,False
Ryan Coogler,0.0,False
Ben Affleck,0.0,False
Kirk Jones,52.0,False
Ethan Coen,1000.0,False
Jennifer Flackett,3.0,False
Ron Howard,2000.0,False
Paul Thomas Anderson,0.0,False
Kevin Smith,0.0,False
Christian Ditter,11.0,False
Charles Martin Smith,188.0,False
Catherine Hardwicke,308.0,False
Nick Cassavetes,415.0,False
Les Mayfield,10.0,False
Rawson Marshall Thurber,43.0,False
Jonathan Mostow,84.0,False
Irvin Kershner,883.0,False
Steve Pink,38.0,False
Charles Martin Smith,188.0,False
John Frankenheimer,287.0,False
F. Gary Gray,473.0,False
Cameron Crowe,488.0,False
Rob Reiner,0.0,False
Scott Hicks,96.0,False
Mikael Håfström,101.0,False
Andrew Niccol,487.0,False
Andrew Bergman,31.0,False
Kirk De Micco,16.0,False
Chris Rock,0.0,False
Todd Phillips,480.0,False
Jay Roach,116.0,False
Tim Burton,13000.0,False
Roland Joffé,596.0,False
Richard Donner,503.0,False
John Lee Hancock,102.0,False
Robert Rodriguez,0.0,False
Seth Gordon,91.0,False
Ethan Coen,1000.0,False
David Frankel,64.0,False
Robert Wise,338.0,False
Seth Gordon,91.0,False
Martin Scorsese,17000.0,False
Robert Luketic,126.0,False
Judd Apatow,0.0,False
Kevin Rodney Sullivan,8.0,False
Anthony Minghella,333.0,False
Curtis Hanson,161.0,False
Mike Mitchell,31.0,False
Frank Oz,0.0,False
Roger Donaldson,79.0,False
Wes Craven,0.0,False
Tarsem Singh,763.0,False
Randall Wallace,130.0,False
Randall Wallace,130.0,False
Kevin Munroe,14.0,False
Michael Tollin,19.0,False
Will Gluck,87.0,False
Nicholas Stoller,89.0,False
John Lee Hancock,102.0,False
Spike Lee,0.0,False
Judd Apatow,0.0,False
Walt Becker,12.0,False
Patrick Tatopoulos,148.0,False
Ken Kwapis,42.0,False
Dennis Dugan,221.0,False
Gary David Goldberg,30.0,False
Mike Newell,179.0,False
Paul W.S. Anderson,545.0,False
Tobe Hooper,365.0,False
Ethan Coen,1000.0,False
John Moore,212.0,False
Andrew Niccol,487.0,False
Alan Poul,16.0,False
Luke Greenfield,42.0,False
Gil Junger,19.0,False
Steven E. de Souza,133.0,False
Roman Polanski,2000.0,False
Albert Hughes,117.0,False
Catherine Hardwicke,308.0,False
Jaume Collet-Serra,174.0,False
Mike Nichols,0.0,False
Clint Eastwood,16000.0,False
Alexandre Aja,192.0,False
Michael Rymer,48.0,False
Stephen Hopkins,81.0,False
Gregory Hoblit,40.0,False
Hugh Wilson,37.0,False
Kevin Smith,0.0,False
Rob Cohen,357.0,False
Clint Eastwood,16000.0,False
Susanna White,24.0,False
Danny DeVito,0.0,False
Chris Carter,251.0,False
Tommy O'Haver,13.0,False
Peter Landesman,15.0,False
John Singleton,309.0,False
Gary Chapman,2.0,False
Curtis Hanson,161.0,False
Craig Mazin,82.0,False
Allen Hughes,90.0,False
Wes Craven,0.0,False
David Koepp,192.0,False
Anne Fletcher,98.0,False
Shekhar Kapur,159.0,False
Taylor Hackford,138.0,False
Richard Loncraine,12.0,False
Roger Kumble,16.0,False
Robert Redford,0.0,False
John Milius,468.0,False
Jake Kasdan,52.0,False
Lasse Hallström,529.0,False
Les Mayfield,10.0,False
Jean-Marc Vallée,212.0,False
Dominic Sena,57.0,False
Terrence Malick,0.0,False
Hark Tsui,85.0,False
David Ayer,453.0,False
Brian Helgeland,241.0,False
Lexi Alexander,189.0,False
Peter Hewitt,12.0,False
Robert Zemeckis,0.0,False
Ronny Yu,31.0,False
Ridley Scott,0.0,False
Richard Donner,503.0,False
Taylor Hackford,138.0,False
Bille August,55.0,False
Brian De Palma,0.0,False
Ang Lee,0.0,False
Wes Ball,47.0,False
Ken Scott,31.0,False
Martin Scorsese,17000.0,False
Darren Aronofsky,0.0,False
Hugh Johnson,3.0,False
Simon West,165.0,False
George Tillman Jr.,88.0,False
Rand Ravich,7.0,False
Hugh Hudson,46.0,False
Gabriele Muccino,125.0,False
Justin Chadwick,56.0,False
Rob Reiner,0.0,False
Andrzej Bartkowiak,43.0,False
Raja Gosnell,67.0,False
Chris Gorak,21.0,False
Scott Speer,35.0,False
David R. Ellis,160.0,False
Joe Charbanic,10.0,False
Jonathan Hensleigh,36.0,False
Danny Cannon,41.0,False
Boaz Yakin,132.0,False
Mike Newell,179.0,False
Richard Marquand,37.0,False
Neil Marshall,197.0,False
Stephen Daldry,335.0,False
Jon Favreau,4000.0,False
Jon Turteltaub,226.0,False
Brian Levant,32.0,False
Richard Donner,503.0,False
Jared Hess,100.0,False
Paul Feig,176.0,False
Evan Goldberg,133.0,False
Rupert Wainwright,9.0,False
George Tillman Jr.,88.0,False
John Luessenhop,34.0,False
Justin Zackham,16.0,False
John Whitesell,14.0,False
Duncan Jones,0.0,False
Frank Marshall,155.0,False
Joel Schumacher,541.0,False
Jean-Pierre Jeunet,0.0,False
John Gatins,61.0,False
David Cronenberg,0.0,False
Louis Leterrier,255.0,False
Sam Raimi,0.0,False
Peter Howitt,29.0,False
Martin Scorsese,17000.0,False
Miguel Sapochnik,238.0,False
Hyung-rae Shim,26.0,False
Norman Jewison,278.0,False
Don Scardino,35.0,False
Mark Dindal,10.0,False
Tim Robbins,0.0,False
Steven Soderbergh,0.0,False
Francis Ford Coppola,0.0,False
Nanette Burstein,8.0,False
Stephen Herek,65.0,False
Ariel Vromen,34.0,False
Sydney Pollack,521.0,False
Robert Zemeckis,0.0,False
Lewis Gilbert,43.0,False
Wes Anderson,0.0,False
Scott Hicks,96.0,False
Frank Marshall,155.0,False
Gregory Hoblit,40.0,False
Paul Feig,176.0,False
John Francis Daley,0.0,False
Barry Sonnenfeld,188.0,False
Rob Marshall,252.0,False
Dennis Dugan,221.0,False
J.B. Rogers,6.0,False
John Lasseter,487.0,False
Jan de Bont,101.0,False
Michael Sucsy,23.0,False
Tom Vaughan,12.0,False
Boaz Yakin,132.0,False
John McTiernan,323.0,False
Lee Daniels,304.0,False
Rawson Marshall Thurber,43.0,False
Barry Sonnenfeld,188.0,False
Steve Oedekerk,176.0,False
Garry Marshall,0.0,False
Hugh Wilson,37.0,False
David Fincher,21000.0,False
Neill Blomkamp,662.0,False
Stephen Hillenburg,47.0,False
Clint Eastwood,16000.0,False
Clint Eastwood,16000.0,False
Harold Ramis,11000.0,False
Nick Cassavetes,415.0,False
Anne Fletcher,98.0,False
Peter Chelsom,23.0,False
Stig Bergqvist,0.0,False
Barbra Streisand,0.0,False
Edward Zwick,380.0,False
Jason Reitman,655.0,False
Alexander Payne,729.0,False
Jonathan Levine,129.0,False
Rian Johnson,0.0,False
Chris Weitz,129.0,False
Chris Noonan,108.0,False
David Frankel,64.0,False
Nicholas Stoller,89.0,False
John Singleton,309.0,False
Michael McCullers,5.0,False
Forest Whitaker,0.0,False
Gary Winick,56.0,False
Steven Brill,65.0,False
Gary Winick,56.0,False
Woody Allen,11000.0,False
Peter Lepeniotis,7.0,False
Ted Demme,47.0,False
Luis Mandoki,43.0,False
William Shatner,0.0,False
John Schultz,13.0,False
Peter Segal,88.0,False
John Glen,46.0,False
Steve Box,9.0,False
Richard LaGravenese,98.0,False
Joe Wright,456.0,False
Gary Winick,56.0,False
Ridley Scott,0.0,False
Tim Burton,13000.0,False
Denis Villeneuve,777.0,False
Antoine Fuqua,845.0,False
Sam Raimi,0.0,False
Lee Toland Krieger,43.0,False
Tim McCanlies,23.0,False
Jon M. Chu,209.0,False
John Stockwell,134.0,False
Marc Forster,395.0,False
David Slade,171.0,False
Drew Goddard,246.0,False
Jason Friedberg,82.0,False
Martin Brest,102.0,False
Paul Michael Glaser,343.0,False
Frank Oz,0.0,False
Joe Wright,456.0,False
John R. Leonetti,40.0,False
Tom Hanks,15000.0,False
Kimberly Peirce,108.0,False
Liz Friedlander,3.0,False
Phil Joanou,21.0,False
Sam Weisman,39.0,False
Shane Acker,30.0,False
Steven Soderbergh,0.0,False
Stephen J. Anderson,15.0,False
Troy Miller,14.0,False
Warren Beatty,631.0,False
Tate Taylor,150.0,False
Carl Franklin,73.0,False
Brett Leonard,32.0,False
Ivan Reitman,425.0,False
Scott Derrickson,301.0,False
Alister Grierson,24.0,False
Nick Hurran,34.0,False
Nicholas Stoller,89.0,False
Charles Stone III,30.0,False
Paul Haggis,549.0,False
Kurt Wimmer,110.0,False
Jean-François Richet,25.0,False
Antoine Fuqua,845.0,False
Kevin Hooks,114.0,False
Ellory Elkayem,11.0,False
Edward Zwick,380.0,False
Jon Avnet,50.0,False
Niki Caro,51.0,False
Howard Deutch,41.0,False
Vincenzo Natali,165.0,False
Willard Huyck,8.0,False
Gavin O'Connor,149.0,False
Bruce Hunt,2.0,False
Rob Reiner,0.0,False
Paul McGuigan,118.0,False
Craig Gillespie,44.0,False
Terrence Malick,0.0,False
Chris Roberts,38.0,False
Neil Jordan,277.0,False
James Wong,70.0,False
Jee-woon Kim,419.0,False
Nick Hamm,6.0,False
Andy Cadiff,3.0,False
Mike Disa,6.0,False
Lasse Hallström,529.0,False
Terry Gilliam,0.0,False
Brad Furman,65.0,False
Peter Howitt,29.0,False
Edward Zwick,380.0,False
Sergio Leone,0.0,False
Niels Arden Oplev,76.0,False
Michael Radford,53.0,False
Neil Jordan,277.0,False
Chris Noonan,108.0,False
Corey Yuen,23.0,False
Andrew Dominik,181.0,False
Marc Forster,395.0,False
Elizabeth Banks,0.0,False
James Mangold,446.0,False
Edward Norton,0.0,False
Peter Hewitt,12.0,False
Ron Howard,2000.0,False
Reginald Hudlin,71.0,False
Ben Falcone,265.0,False
Richard Attenborough,0.0,False
Lawrence Kasdan,759.0,False
Don Mancini,64.0,False
John Maybury,11.0,False
Ron Clements,63.0,False
F. Gary Gray,473.0,False
Steven Spielberg,14000.0,False
Igor Kovalyov,5.0,False
Lee Tamahori,93.0,False
Robert Rodriguez,0.0,False
John McTiernan,323.0,False
David Wain,136.0,False
Adam McKay,285.0,False
Ang Lee,0.0,False
Gavin O'Connor,149.0,False
Zack Snyder,0.0,False
Adam Shankman,163.0,False
Wes Anderson,0.0,False
James Mangold,446.0,False
Jon Turteltaub,226.0,False
John Glen,46.0,False
Peter Chelsom,23.0,False
Peter Hyams,0.0,False
Ben Stiller,0.0,False
Lasse Hallström,529.0,False
Kenny Ortega,197.0,False
Scott Hicks,96.0,False
Matthew Vaughn,905.0,False
Ruben Fleischer,181.0,False
Patrick Lussier,71.0,False
Miguel Arteta,44.0,False
Joe Wright,456.0,False
Ridley Scott,0.0,False
Michael Caton-Jones,105.0,False
McG,368.0,False
James Gray,115.0,False
Janusz Kaminski,710.0,False
Donald Petrie,80.0,False
Jay Roach,116.0,False
Brian Levant,32.0,False
Michael Ritchie,23.0,False
John Carpenter,0.0,False
David Gordon Green,234.0,False
Burr Steers,23.0,False
Martin Scorsese,17000.0,False
Robert B. Weide,53.0,False
Jeff Wadlow,65.0,False
Camille Delamarre,11.0,False
John Glen,46.0,False
Judd Apatow,0.0,False
Nick Cassavetes,415.0,False
Malcolm D. Lee,92.0,False
David Lean,767.0,False
Richard Eyre,14.0,False
Gavin Hood,151.0,False
Nicholas Meyer,120.0,False
Callie Khouri,144.0,False
Jon Favreau,4000.0,False
Gary Fleder,39.0,False
John Landis,644.0,False
Todd Graff,650.0,False
Chris Weitz,129.0,False
Steve Miner,49.0,False
Paul McGuigan,118.0,False
Philip Kaufman,133.0,False
Roland Emmerich,776.0,False
Alex Proyas,295.0,False
Saul Dibb,10.0,False
Richard Linklater,0.0,False
Christian Alvart,22.0,False
E. Elias Merhige,54.0,False
Menno Meyjes,43.0,False
Robert Rodriguez,0.0,False
Jodie Foster,0.0,False
Ronny Yu,31.0,False
Joel Schumacher,541.0,False
Renny Harlin,212.0,False
Barry Levinson,272.0,False
Norman Jewison,278.0,False
Steve Carr,41.0,False
Mark Waters,70.0,False
Judd Apatow,0.0,False
John Madden,108.0,False
Scott Frank,71.0,False
Ivan Reitman,425.0,False
David Gordon Green,234.0,False
Andy Tennant,72.0,False
Kevin Costner,0.0,False
Joel Schumacher,541.0,False
Richard Attenborough,0.0,False
Wes Craven,0.0,False
David R. Ellis,160.0,False
Joel Coen,0.0,False
Scott Stewart,124.0,False
Michael Bay,0.0,False
Paul Weitz,80.0,False
Jonathan Frakes,906.0,False
Lawrence Kasdan,759.0,False
Jim Sheridan,260.0,False
Kevin Allen,8.0,False
Garry Marshall,0.0,False
Michael Cristofer,49.0,False
James McTeigue,160.0,False
Donald Petrie,80.0,False
Andrew Morahan,5.0,False
Bob Rafelson,30.0,False
Woody Allen,11000.0,False
Alan Shapiro,0.0,False
Tarsem Singh,763.0,False
Fernando Meirelles,353.0,False
Chris Columbus,0.0,False
Barry Levinson,272.0,False
Clint Eastwood,16000.0,False
Oliver Stone,0.0,False
Pierre Morel,180.0,False
Michael Hoffman,97.0,False
Mick Jackson,81.0,False
Steven Spielberg,14000.0,False
Tate Taylor,150.0,False
Bill Condon,386.0,False
Raja Gosnell,67.0,False
Ronny Yu,31.0,False
John A. Davis,8.0,False
Matt Reeves,198.0,False
Michael Pressman,34.0,False
Brian De Palma,0.0,False
Ethan Coen,1000.0,False
Tim Story,167.0,False
Sharon Maguire,11.0,False
Lasse Hallström,529.0,False
Charles Herman-Wurmfeld,0.0,False
Andy Fickman,99.0,False
Ivan Reitman,425.0,False
George P. Cosmatos,170.0,False
Andrzej Bartkowiak,43.0,False
James Wong,70.0,False
Scott Hicks,96.0,False
Gabor Csupo,47.0,False
Marc Forster,395.0,False
Tyler Perry,0.0,False
Joe Carnahan,248.0,False
John Polson,21.0,False
Adam McKay,285.0,False
Martin Scorsese,17000.0,False
Harald Zwart,91.0,False
Kirk Jones,52.0,False
Brian De Palma,0.0,False
Steve Oedekerk,176.0,False
Bernardo Bertolucci,973.0,False
Baltasar Kormákur,175.0,False
Brett Ratner,420.0,False
Paul Thomas Anderson,0.0,False
Cathy Malkasian,0.0,False
John Eng,0.0,False
Malcolm D. Lee,92.0,False
Ken Kwapis,42.0,False
Chris Nahon,20.0,False
Fred Wolf,29.0,False
Craig Gillespie,44.0,False
Phillip Noyce,176.0,False
Dennie Gordon,29.0,False
Victor Salva,108.0,False
Mark Helfrich,7.0,False
Andrzej Bartkowiak,43.0,False
Stephen Daldry,335.0,False
Andy Fickman,99.0,False
Steve Bendelack,68.0,False
Dwight H. Little,27.0,False
Guillaume Canet,0.0,False
Kirsten Sheridan,59.0,False
Shekhar Kapur,159.0,False
Ronny Yu,31.0,False
Richard Fleischer,130.0,False
Bob Spiers,14.0,False
Damien Dante Wayans,82.0,False
Frank Darabont,0.0,False
Simon Wincer,23.0,False
Bobby Farrelly,101.0,False
Rupert Wyatt,81.0,False
John Wells,53.0,False
Nigel Cole,13.0,False
Dexter Fletcher,452.0,False
Spike Lee,0.0,False
Jeremy Leven,19.0,False
Sylvain White,41.0,False
Troy Nixey,24.0,False
Philip G. Atwell,5.0,False
Paul Thomas Anderson,0.0,False
Jeff Schaffer,17.0,False
Don Michael Paul,70.0,False
Paul Feig,176.0,False
James Bridges,21.0,False
Richard Kelly,219.0,False
